Date,Sales,States,County
19/01/2022,7735,Idaho,Boise
19/01/2022,5395,Illinois,Carroll
19/01/2022,3838,Indiana,Carroll
19/01/2022,5756,Iowa,Boone
19/01/2022,8450,Kansas,Butler
19/01/2022,3137,Kentucky,Boone
19/01/2022,1165,Louisiana,Bossier
19/01/2022,9691,Maine,Lincoln
19/01/2022,1554,Maryland,Charles
19/01/2022,7350,Massachusetts,Hampshire
19/01/2022,8794,Michigan,Barry
19/01/2022,5143,Minnesota,Brown
19/01/2022,9958,Mississippi,Carroll
19/01/2022,1309,Missouri,Benton
19/01/2022,7549,Montana,Chouteau
19/01/2022,1456,Nebraska,Boyd
19/01/2022,6554,Nevada,Lander
19/01/2022,7550,New Hampshire,Rockingham
19/01/2022,8645,New Jersey,Gloucester
19/01/2022,5530,New Mexico,Doña Ana
19/01/2022,5506,New York,Chemung
19/01/2022,3477,North Carolina,Bertie
19/01/2022,1959,North Dakota,Burleigh
19/01/2022,4350,Ohio,Brown
19/01/2022,1400,Oklahoma,Caddo
19/01/2022,4358,Oregon,Curry
19/01/2022,3154,Pennsylvania,Bradford
19/01/2022,3339,Rhode Island,Newport
19/01/2022,9063,South Carolina,Allendale
19/01/2022,5510,South Dakota,Bon Homme
19/01/2022,5489,Texas,Aransas
19/01/2022,1687,Utah,Carbon
19/01/2022,9515,Vermont,Chittenden
19/01/2022,7857,Virginia,Amelia
19/01/2022,5815,Washington,Chelan
19/01/2022,8568,West Virginia,Braxton
19/01/2022,9137,Wisconsin,Bayfield
19/01/2022,9155,Wyoming,Carbon
25/01/2022,5371,Alabama,Blount
25/01/2022,4146,Alaska,Bristol Bay
25/01/2022,7138,Arizona,Graham
25/01/2022,1455,Arkansas,Boone
25/01/2022,6861,California,Calaveras
25/01/2022,3485,Colorado,Baca
25/01/2022,9390,Connecticut,New Haven
25/01/2022,7474,Delaware,New Castle
25/01/2022,1043,Florida,Bradford
25/01/2022,3980,Georgia,Baker
25/01/2022,8113,Idaho,Bonner
25/01/2022,8980,Illinois,Cass
25/01/2022,9159,Indiana,Cass
25/01/2022,3871,Iowa,Bremer
25/01/2022,1458,Kansas,Chase
25/01/2022,3586,Kentucky,Bourbon
25/01/2022,4789,Louisiana,Caddo
25/01/2022,1153,Maine,Oxford
25/01/2022,1741,Maryland,Dorchester
25/01/2022,6968,Massachusetts,Middlesex
25/01/2022,1563,Michigan,Bay
25/01/2022,7036,Minnesota,Carlton
25/01/2022,3355,Mississippi,Chickasaw
25/01/2022,5478,Missouri,Bollinger
25/01/2022,1655,Montana,Custer
25/01/2022,5557,Nebraska,Brown
25/01/2022,5197,Nevada,Lincoln
25/01/2022,5097,New Hampshire,Strafford
25/01/2022,5078,New Jersey,Hudson
25/01/2022,8497,New Mexico,Eddy
25/01/2022,6160,New York,Chenango
25/01/2022,9995,North Carolina,Bladen
25/01/2022,5880,North Dakota,Cass
25/01/2022,7935,Ohio,Butler
25/01/2022,9354,Oklahoma,Canadian
25/01/2022,3106,Oregon,Deschutes
25/01/2022,5535,Pennsylvania,Bucks
25/01/2022,5050,Rhode Island,Providence
25/01/2022,5051,South Carolina,Anderson
25/01/2022,9504,South Dakota,Brookings
25/01/2022,15696,Texas,Archer
25/01/2022,6485,Utah,Daggett
25/01/2022,9941,Vermont,Essex
25/01/2022,8806,Virginia,Amherst
25/01/2022,8013,Washington,Clallam
25/01/2022,5136,West Virginia,Brooke
25/01/2022,5948,Wisconsin,Brown
25/01/2022,5407,Wyoming,Converse
31/01/2022,1955,Alabama,Bullock
31/01/2022,8003,Alaska,Denali
31/01/2022,9946,Arizona,Greenlee
31/01/2022,8937,Arkansas,Bradley
31/01/2022,1335,California,Colusa
31/01/2022,1146,Colorado,Bent
31/01/2022,1889,Connecticut,New London
31/01/2022,1415,Delaware,Sussex
31/01/2022,7184,Florida,Brevard
31/01/2022,4585,Georgia,Baldwin
31/01/2022,4518,Idaho,Bonneville
31/01/2022,8887,Illinois,Champaign
31/01/2022,9558,Indiana,Clark
31/01/2022,5373,Iowa,Buchanan
31/01/2022,9793,Kansas,Chautauqua
31/01/2022,7755,Kentucky,Boyd
31/01/2022,5165,Louisiana,Calcasieu
31/01/2022,9309,Maine,Penobscot
31/01/2022,9505,Maryland,Frederick
31/01/2022,5875,Massachusetts,Nantucket
31/01/2022,4917,Michigan,Benzie
31/01/2022,9618,Minnesota,Carver
31/01/2022,5914,Mississippi,Choctaw
31/01/2022,9888,Missouri,Boone
31/01/2022,5381,Montana,Daniels
31/01/2022,4513,Nebraska,Buffalo
31/01/2022,4135,Nevada,Lyon
31/01/2022,9377,New Hampshire,Sullivan
31/01/2022,6481,New Jersey,Hunterdon
31/01/2022,5133,New Mexico,Grant
31/01/2022,9139,New York,Clinton
31/01/2022,6550,North Carolina,Brunswick
31/01/2022,6040,North Dakota,Cavalier
31/01/2022,9583,Ohio,Carroll
31/01/2022,6034,Oklahoma,Carter
31/01/2022,1755,Oregon,Douglas
31/01/2022,1193,Pennsylvania,Butler
31/01/2022,7515,Rhode Island,Washington
31/01/2022,5659,South Carolina,Bamberg
31/01/2022,9545,South Dakota,Brown
31/01/2022,3655,Texas,Armstrong
31/01/2022,1551,Utah,Davis
31/01/2022,5656,Vermont,Franklin
31/01/2022,5898,Virginia,Appomattox
31/01/2022,8485,Washington,Clark
31/01/2022,5805,West Virginia,Cabell
31/01/2022,5371,Wisconsin,Buffalo
31/01/2022,5343,Wyoming,Crook
06/02/2022,4656,Alabama,Butler
06/02/2022,7156,Alaska,Dillingham
06/02/2022,3708,Arizona,La Paz
06/02/2022,5137,Arkansas,Calhoun
06/02/2022,4685,California,Contra Costa
06/02/2022,3434,Colorado,Boulder
06/02/2022,5179,Connecticut,Tolland
06/02/2022,1735,Delaware,Kent
06/02/2022,9646,Florida,Broward
06/02/2022,3084,Georgia,Banks
06/02/2022,4190,Idaho,Ada
06/02/2022,5847,Illinois,Adams
06/02/2022,4688,Indiana,Adams
06/02/2022,5851,Iowa,Adair
06/02/2022,8344,Kansas,Allen
06/02/2022,1857,Kentucky,Adair
06/02/2022,4907,Louisiana,Acadia
06/02/2022,7910,Maine,Androscoggin
06/02/2022,5385,Maryland,Allegany
06/02/2022,5561,Massachusetts,Barnstable
06/02/2022,9670,Michigan,Alcona
06/02/2022,7404,Minnesota,Aitkin
06/02/2022,8958,Mississippi,Adams
06/02/2022,7140,Missouri,Adair
06/02/2022,3900,Montana,Beaverhead
06/02/2022,5939,Nebraska,Adams
06/02/2022,9688,Nevada,Churchill
06/02/2022,9501,New Hampshire,Belknap
06/02/2022,5869,New Jersey,Atlantic
06/02/2022,9953,New Mexico,Bernalillo
06/02/2022,1848,New York,Albany
06/02/2022,5813,North Carolina,Alamance
06/02/2022,6707,North Dakota,Adams
06/02/2022,5858,Ohio,Adams
06/02/2022,5548,Oklahoma,Adair
06/02/2022,8760,Oregon,Baker
06/02/2022,5651,Pennsylvania,Adams
06/02/2022,4516,Rhode Island,Bristol
06/02/2022,6807,South Carolina,Barnwell
06/02/2022,4078,South Dakota,Brule
06/02/2022,1516,Texas,Atascosa
06/02/2022,5495,Utah,Duchesne
06/02/2022,1766,Vermont,Grand Isle
06/02/2022,5477,Virginia,Arlington
06/02/2022,3588,Washington,Columbia
06/02/2022,9531,West Virginia,Calhoun
06/02/2022,4963,Wisconsin,Burnett
06/02/2022,8417,Wyoming,Fremont
12/02/2022,4699,Alabama,Calhoun
12/02/2022,6578,Alaska,Fairbanks North Star
12/02/2022,3436,Arizona,Maricopa
12/02/2022,1808,Arkansas,Carroll
12/02/2022,4100,California,Del Norte
12/02/2022,1787,Colorado,Broomfield
12/02/2022,3810,Connecticut,Windham
12/02/2022,5555,Delaware,New Castle
12/02/2022,4758,Florida,Calhoun
12/02/2022,4488,Georgia,Barrow
12/02/2022,5715,Idaho,Adams
12/02/2022,3875,Illinois,Alexander
12/02/2022,8354,Indiana,Allen
12/02/2022,6493,Iowa,Adams
12/02/2022,5511,Kansas,Anderson
12/02/2022,7954,Kentucky,Allen
12/02/2022,1383,Louisiana,Allen
12/02/2022,9576,Maine,Aroostook
12/02/2022,9455,Maryland,Anne Arundel
12/02/2022,6195,Massachusetts,Berkshire
12/02/2022,7303,Michigan,Alger
12/02/2022,4549,Minnesota,Anoka
12/02/2022,3853,Mississippi,Alcorn
12/02/2022,4557,Missouri,Andrew
12/02/2022,7575,Montana,Big Horn
12/02/2022,9965,Nebraska,Antelope
12/02/2022,4179,Nevada,Clark
12/02/2022,5339,New Hampshire,Carroll
12/02/2022,8085,New Jersey,Bergen
12/02/2022,8945,New Mexico,Catron
12/02/2022,8437,New York,Allegany
12/02/2022,6761,North Carolina,Alexander
12/02/2022,9559,North Dakota,Barnes
12/02/2022,4188,Ohio,Allen
12/02/2022,9963,Oklahoma,Alfalfa
12/02/2022,5535,Oregon,Benton
12/02/2022,4675,Pennsylvania,Allegheny
12/02/2022,4953,Rhode Island,Kent
12/02/2022,4175,South Carolina,Beaufort
12/02/2022,7584,South Dakota,Buffalo
12/02/2022,1155,Texas,Austin
12/02/2022,5430,Utah,Emery
12/02/2022,8535,Vermont,Lamoille
12/02/2022,5375,Virginia,Augusta
12/02/2022,1409,Washington,Cowlitz
12/02/2022,9067,West Virginia,Clay
12/02/2022,4953,Wisconsin,Calumet
12/02/2022,3499,Wyoming,Goshen
18/02/2022,5431,Alabama,Chambers
18/02/2022,5753,Alaska,Haines
18/02/2022,6446,Arizona,Mohave
18/02/2022,5139,Arkansas,Chicot
18/02/2022,5151,California,El Dorado
18/02/2022,9870,Colorado,Chaffee
18/02/2022,6558,Connecticut,Fairfield
18/02/2022,7055,Delaware,Sussex
18/02/2022,8514,Florida,Charlotte
18/02/2022,6083,Georgia,Bartow
18/02/2022,7145,Idaho,Bannock
18/02/2022,6147,Illinois,Bond
18/02/2022,9959,Indiana,Bartholomew
18/02/2022,5957,Iowa,Allamakee
18/02/2022,8159,Kansas,Atchison
18/02/2022,9585,Kentucky,Anderson
18/02/2022,7458,Louisiana,Ascension
18/02/2022,6160,Maine,Cumberland
18/02/2022,4363,Maryland,Baltimore
18/02/2022,5573,Massachusetts,Bristol
18/02/2022,1168,Michigan,Allegan
18/02/2022,7565,Minnesota,Becker
18/02/2022,1344,Mississippi,Amite
18/02/2022,9780,Missouri,Atchison
18/02/2022,5474,Montana,Blaine
18/02/2022,5593,Nebraska,Arthur
18/02/2022,7048,Nevada,Douglas
18/02/2022,5969,New Hampshire,Cheshire
18/02/2022,5035,New Jersey,Burlington
18/02/2022,1956,New Mexico,Chaves
18/02/2022,5899,New York,Bronx
18/02/2022,9054,North Carolina,Alleghany
18/02/2022,3396,North Dakota,Benson
18/02/2022,9493,Ohio,Ashland
18/02/2022,9591,Oklahoma,Atoka
18/02/2022,3387,Oregon,Clackamas
18/02/2022,5185,Pennsylvania,Armstrong
18/02/2022,3671,Rhode Island,Newport
18/02/2022,7501,South Carolina,Berkeley
18/02/2022,1976,South Dakota,Butte
18/02/2022,1455,Texas,Bailey
18/02/2022,4084,Utah,Garfield
18/02/2022,3565,Vermont,Orange
18/02/2022,5643,Virginia,Bath
18/02/2022,7033,Washington,Douglas
18/02/2022,9567,West Virginia,Doddridge
18/02/2022,3166,Wisconsin,Chippewa
18/02/2022,4840,Wyoming,Hot Springs
24/02/2022,6585,Alabama,Cherokee
24/02/2022,1733,Alaska,Juneau
24/02/2022,6389,Arizona,Navajo
24/02/2022,8876,Arkansas,Clark
24/02/2022,4057,California,Fresno
24/02/2022,8447,Colorado,Cheyenne
24/02/2022,7459,Connecticut,Hartford
24/02/2022,1536,Delaware,Kent
24/02/2022,9055,Florida,Citrus
24/02/2022,5961,Georgia,Ben Hill
24/02/2022,7108,Idaho,Bear Lake
24/02/2022,8879,Illinois,Boone
24/02/2022,7405,Indiana,Benton
24/02/2022,8913,Iowa,Appanoose
24/02/2022,4936,Kansas,Barber
24/02/2022,6760,Kentucky,Ballard
24/02/2022,4759,Louisiana,Assumption
24/02/2022,5306,Maine,Franklin
24/02/2022,4541,Maryland,Calvert
24/02/2022,9457,Massachusetts,Dukes
24/02/2022,8876,Michigan,Alpena
24/02/2022,6094,Minnesota,Beltrami
24/02/2022,5438,Mississippi,Attala
24/02/2022,5775,Missouri,Audrain
24/02/2022,4500,Montana,Broadwater
24/02/2022,7984,Nebraska,Banner
24/02/2022,5351,Nevada,Elko
24/02/2022,1071,New Hampshire,Coos
24/02/2022,8555,New Jersey,Camden
24/02/2022,8548,New Mexico,Cibola
24/02/2022,1153,New York,Broome
24/02/2022,6556,North Carolina,Anson
24/02/2022,5875,North Dakota,Billings
24/02/2022,5445,Ohio,Ashtabula
24/02/2022,7775,Oklahoma,Beaver
24/02/2022,6551,Oregon,Clatsop
24/02/2022,7540,Pennsylvania,Beaver
24/02/2022,3997,Rhode Island,Providence
24/02/2022,7706,South Carolina,Calhoun
24/02/2022,7043,South Dakota,Campbell
24/02/2022,1045,Texas,Bandera
24/02/2022,5939,Utah,Grand
24/02/2022,8509,Vermont,Orleans
24/02/2022,9948,Virginia,Bedford
24/02/2022,5800,Washington,Ferry
24/02/2022,4904,West Virginia,Fayette
24/02/2022,9159,Wisconsin,Clark
24/02/2022,5598,Wyoming,Johnson
02/03/2022,1153,Alabama,Autauga
02/03/2022,4448,Alaska,Aleutians East
02/03/2022,4595,Arizona,Apache
02/03/2022,4338,Arkansas,Arkansas
02/03/2022,6455,California,Alameda
02/03/2022,7036,Colorado,Adams
02/03/2022,1067,Connecticut,Litchfield
02/03/2022,8413,Delaware,New Castle
02/03/2022,5608,Florida,Clay
02/03/2022,1378,Georgia,Berrien
02/03/2022,9895,Idaho,Benewah
02/03/2022,5747,Illinois,Brown
02/03/2022,7495,Indiana,Blackford
02/03/2022,5148,Iowa,Audubon
02/03/2022,7634,Kansas,Barton
02/03/2022,8819,Kentucky,Barren
02/03/2022,6557,Louisiana,Avoyelles
02/03/2022,4663,Maine,Hancock
02/03/2022,3605,Maryland,Caroline
02/03/2022,1553,Massachusetts,Essex
02/03/2022,8070,Michigan,Antrim
02/03/2022,7175,Minnesota,Benton
02/03/2022,9901,Mississippi,Benton
02/03/2022,4599,Missouri,Barry
02/03/2022,5755,Montana,Carbon
02/03/2022,7946,Nebraska,Blaine
02/03/2022,9755,Nevada,Esmeralda
02/03/2022,8436,New Hampshire,Grafton
02/03/2022,8876,New Jersey,Cape May
02/03/2022,4585,New Mexico,Colfax
02/03/2022,5035,New York,Cattaraugus
02/03/2022,8904,North Carolina,Ashe
02/03/2022,8734,North Dakota,Bottineau
02/03/2022,8663,Ohio,Athens
02/03/2022,8763,Oklahoma,Beckham
02/03/2022,5060,Oregon,Columbia
02/03/2022,8883,Pennsylvania,Bedford
02/03/2022,6953,Rhode Island,Washington
02/03/2022,5680,South Carolina,Charleston
02/03/2022,8718,Tennessee,Anderson
02/03/2022,5605,Texas,Anderson
02/03/2022,8536,Utah,Beaver
02/03/2022,7755,Vermont,Addison
02/03/2022,5571,Virginia,Accomack
02/03/2022,8179,Washington,Adams
02/03/2022,5351,West Virginia,Barbour
02/03/2022,9500,Wisconsin,Adams
02/03/2022,5581,Wyoming,Albany
08/03/2022,4830,Alabama,Baldwin
08/03/2022,6077,Alaska,Aleutians West
08/03/2022,5155,Arizona,Cochise
08/03/2022,3913,Arkansas,Ashley
08/03/2022,3698,California,Alpine
08/03/2022,5335,Colorado,Alamosa
08/03/2022,7730,Connecticut,Middlesex
08/03/2022,6678,Delaware,Sussex
08/03/2022,9017,Florida,Alachua
08/03/2022,9354,Georgia,Appling
08/03/2022,5377,Idaho,Bingham
08/03/2022,1445,Illinois,Bureau
08/03/2022,4173,Indiana,Boone
08/03/2022,6537,Iowa,Benton
08/03/2022,1536,Kansas,Bourbon
08/03/2022,7543,Kentucky,Bath
08/03/2022,1684,Louisiana,Beauregard
08/03/2022,6905,Maine,Kennebec
08/03/2022,7716,Maryland,Carroll
08/03/2022,5534,Massachusetts,Franklin
08/03/2022,3055,Michigan,Arenac
08/03/2022,5819,Minnesota,Big Stone
08/03/2022,4444,Mississippi,Bolivar
08/03/2022,5751,Missouri,Barton
08/03/2022,3457,Montana,Carter
08/03/2022,1796,Nebraska,Boone
08/03/2022,8186,Nevada,Eureka
08/03/2022,5135,New Hampshire,Hillsborough
08/03/2022,1817,New Jersey,Cumberland
08/03/2022,8170,New Mexico,Curry
08/03/2022,9888,New York,Cayuga
08/03/2022,8387,North Carolina,Avery
08/03/2022,7317,North Dakota,Bowman
08/03/2022,3938,Ohio,Auglaize
08/03/2022,5157,Oklahoma,Blaine
08/03/2022,7685,Oregon,Coos
08/03/2022,5566,Pennsylvania,Berks
08/03/2022,9473,Rhode Island,Bristol
08/03/2022,3557,South Carolina,Abbeville
08/03/2022,5853,Tennessee,Bedford
08/03/2022,3155,Texas,Andrews
08/03/2022,1433,Utah,Box Elder
08/03/2022,6847,Vermont,Bennington
08/03/2022,5557,Virginia,Albemarle
08/03/2022,5673,Washington,Asotin
08/03/2022,6556,West Virginia,Berkeley
08/03/2022,5711,Wisconsin,Ashland
08/03/2022,9845,Wyoming,Big Horn
14/03/2022,3340,Alabama,Barbour
14/03/2022,4656,Alaska,Anchorage
14/03/2022,5995,Arizona,Coconino
14/03/2022,4355,Arkansas,Baxter
14/03/2022,8455,California,Amador
14/03/2022,7696,Colorado,Arapahoe
14/03/2022,8389,Connecticut,New Haven
14/03/2022,9555,Delaware,Kent
14/03/2022,8555,Florida,Baker
14/03/2022,5180,Georgia,Atkinson
14/03/2022,6384,Idaho,Blaine
14/03/2022,8499,Illinois,Calhoun
14/03/2022,3414,Indiana,Brown
14/03/2022,6985,Iowa,Black Hawk
14/03/2022,4555,Kansas,Brown
14/03/2022,3031,Kentucky,Bell
14/03/2022,9151,Louisiana,Bienville
14/03/2022,6547,Maine,Knox
14/03/2022,4858,Maryland,Cecil
14/03/2022,3157,Massachusetts,Hampden
14/03/2022,7700,Michigan,Baraga
14/03/2022,8651,Minnesota,Blue Earth
14/03/2022,5050,Mississippi,Calhoun
14/03/2022,1754,Missouri,Bates
14/03/2022,8950,Montana,Cascade
14/03/2022,6046,Nebraska,Box Butte
14/03/2022,9583,Nevada,Humboldt
14/03/2022,6553,New Hampshire,Merrimack
14/03/2022,5506,New Jersey,Essex
14/03/2022,8343,New Mexico,De Baca
14/03/2022,1553,New York,Chautauqua
14/03/2022,4484,North Carolina,Beaufort
14/03/2022,4057,North Dakota,Burke
14/03/2022,4355,Ohio,Belmont
14/03/2022,3889,Oklahoma,Bryan
14/03/2022,1518,Oregon,Crook
14/03/2022,4015,Pennsylvania,Blair
14/03/2022,1144,Rhode Island,Kent
14/03/2022,8651,South Carolina,Aiken
14/03/2022,8554,Tennessee,Benton
14/03/2022,5795,Texas,Angelina
14/03/2022,6551,Utah,Cache
14/03/2022,9450,Vermont,Caledonia
14/03/2022,3545,Virginia,Alleghany
14/03/2022,4644,Washington,Benton
14/03/2022,3839,West Virginia,Boone
14/03/2022,4068,Wisconsin,Barron
14/03/2022,7376,Wyoming,Campbell
20/03/2022,3845,Alabama,Bibb
20/03/2022,9683,Alaska,Bethel
20/03/2022,9981,Arizona,Gila
20/03/2022,9585,Arkansas,Benton
20/03/2022,8781,California,Butte
20/03/2022,9895,Colorado,Archuleta
20/03/2022,9058,Connecticut,New London
20/03/2022,3857,Delaware,New Castle
20/03/2022,6531,Florida,Bay
20/03/2022,5070,Georgia,Bacon
20/03/2022,5833,Idaho,Boise
20/03/2022,8556,Illinois,Carroll
20/03/2022,8170,Indiana,Carroll
20/03/2022,4564,Iowa,Boone
20/03/2022,5691,Kansas,Butler
20/03/2022,6481,Kentucky,Boone
20/03/2022,3197,Louisiana,Bossier
20/03/2022,4151,Maine,Lincoln
20/03/2022,8535,Maryland,Charles
20/03/2022,8415,Massachusetts,Hampshire
20/03/2022,5457,Michigan,Barry
20/03/2022,3907,Minnesota,Brown
20/03/2022,4418,Mississippi,Carroll
20/03/2022,9540,Missouri,Benton
20/03/2022,9166,Montana,Chouteau
20/03/2022,9743,Nebraska,Boyd
20/03/2022,8833,Nevada,Lander
20/03/2022,3408,New Hampshire,Rockingham
20/03/2022,7413,New Jersey,Gloucester
20/03/2022,7493,New Mexico,Doña Ana
20/03/2022,4855,New York,Chemung
20/03/2022,3517,North Carolina,Bertie
20/03/2022,5537,North Dakota,Burleigh
20/03/2022,3556,Ohio,Brown
20/03/2022,3145,Oklahoma,Caddo
20/03/2022,7588,Oregon,Curry
20/03/2022,1019,Pennsylvania,Bradford
20/03/2022,4754,Rhode Island,Newport
20/03/2022,9155,South Carolina,Allendale
20/03/2022,6679,Tennessee,Bledsoe
20/03/2022,9338,Texas,Aransas
20/03/2022,3558,Utah,Carbon
20/03/2022,4898,Vermont,Chittenden
20/03/2022,4987,Virginia,Amelia
20/03/2022,1547,Washington,Chelan
20/03/2022,9338,West Virginia,Braxton
20/03/2022,9855,Wisconsin,Bayfield
20/03/2022,3470,Wyoming,Carbon
26/03/2022,4151,Alabama,Blount
26/03/2022,9555,Alaska,Bristol Bay
26/03/2022,5589,Arizona,Graham
26/03/2022,7589,Arkansas,Boone
26/03/2022,5158,California,Calaveras
26/03/2022,8591,Colorado,Baca
26/03/2022,7935,Connecticut,Tolland
26/03/2022,1750,Delaware,Sussex
26/03/2022,5753,Florida,Bradford
26/03/2022,3176,Georgia,Baker
26/03/2022,6849,Idaho,Bonner
26/03/2022,7196,Illinois,Cass
26/03/2022,6551,Indiana,Cass
26/03/2022,3655,Iowa,Bremer
26/03/2022,6084,Kansas,Chase
26/03/2022,5588,Kentucky,Bourbon
26/03/2022,6740,Louisiana,Caddo
26/03/2022,6411,Maine,Oxford
26/03/2022,3606,Maryland,Dorchester
26/03/2022,5798,Massachusetts,Middlesex
26/03/2022,5910,Michigan,Bay
26/03/2022,1509,Minnesota,Carlton
26/03/2022,9586,Mississippi,Chickasaw
26/03/2022,4557,Missouri,Bollinger
26/03/2022,9116,Montana,Custer
26/03/2022,4767,Nebraska,Brown
26/03/2022,6456,Nevada,Lincoln
26/03/2022,4857,New Hampshire,Strafford
26/03/2022,9168,New Jersey,Hudson
26/03/2022,5365,New Mexico,Eddy
26/03/2022,7758,New York,Chenango
26/03/2022,7143,North Carolina,Bladen
26/03/2022,4735,North Dakota,Cass
26/03/2022,1558,Ohio,Butler
26/03/2022,8390,Oklahoma,Canadian
26/03/2022,6918,Oregon,Deschutes
26/03/2022,5711,Pennsylvania,Bucks
26/03/2022,4604,Rhode Island,Providence
26/03/2022,9416,South Carolina,Anderson
26/03/2022,5541,Tennessee,Blount
26/03/2022,6944,Texas,Archer
26/03/2022,4493,Utah,Daggett
26/03/2022,3838,Vermont,Essex
26/03/2022,6036,Virginia,Amherst
26/03/2022,5039,Washington,Clallam
26/03/2022,4935,West Virginia,Brooke
26/03/2022,5701,Wisconsin,Brown
26/03/2022,3497,Wyoming,Converse
01/04/2022,8884,Alabama,Bullock
01/04/2022,1979,Alaska,Denali
01/04/2022,4659,Arizona,Greenlee
01/04/2022,5607,Arkansas,Bradley
01/04/2022,1916,California,Colusa
01/04/2022,4740,Colorado,Bent
01/04/2022,5740,Connecticut,Windham
01/04/2022,1051,Delaware,Kent
01/04/2022,7659,Florida,Brevard
01/04/2022,3544,Georgia,Baldwin
01/04/2022,4570,Idaho,Bonneville
01/04/2022,1571,Illinois,Champaign
01/04/2022,5851,Indiana,Clark
01/04/2022,8188,Iowa,Buchanan
01/04/2022,3549,Kansas,Chautauqua
01/04/2022,5891,Kentucky,Boyd
01/04/2022,5511,Louisiana,Calcasieu
01/04/2022,4695,Maine,Penobscot
01/04/2022,3788,Maryland,Frederick
01/04/2022,5167,Massachusetts,Nantucket
01/04/2022,3789,Michigan,Benzie
01/04/2022,5565,Minnesota,Carver
01/04/2022,3054,Mississippi,Choctaw
01/04/2022,5193,Missouri,Boone
01/04/2022,5174,Montana,Daniels
01/04/2022,6069,Nebraska,Buffalo
01/04/2022,6546,Nevada,Lyon
01/04/2022,6745,New Hampshire,Sullivan
01/04/2022,1867,New Jersey,Hunterdon
01/04/2022,7833,New Mexico,Grant
01/04/2022,3367,New York,Clinton
01/04/2022,8547,North Carolina,Brunswick
01/04/2022,1601,North Dakota,Cavalier
01/04/2022,6535,Ohio,Carroll
01/04/2022,5816,Oklahoma,Carter
01/04/2022,3175,Oregon,Douglas
01/04/2022,4884,Pennsylvania,Butler
01/04/2022,5143,Rhode Island,Washington
01/04/2022,8566,South Carolina,Bamberg
01/04/2022,1885,Tennessee,Bradley
01/04/2022,5981,Texas,Armstrong
01/04/2022,8505,Utah,Davis
01/04/2022,8530,Vermont,Franklin
01/04/2022,3547,Virginia,Appomattox
01/04/2022,8439,Washington,Clark
01/04/2022,3503,West Virginia,Cabell
01/04/2022,9855,Wisconsin,Buffalo
01/04/2022,9613,Wyoming,Crook
07/04/2022,5939,Alabama,Butler
07/04/2022,5944,Alaska,Dillingham
07/04/2022,7141,Arizona,La Paz
07/04/2022,9755,Arkansas,Calhoun
07/04/2022,1655,California,Contra Costa
07/04/2022,1998,Colorado,Boulder
07/04/2022,3356,Connecticut,Fairfield
07/04/2022,5856,Delaware,New Castle
07/04/2022,3063,Florida,Broward
07/04/2022,9090,Georgia,Banks
07/04/2022,1965,Idaho,Ada
07/04/2022,5776,Illinois,Adams
07/04/2022,9557,Indiana,Adams
07/04/2022,1057,Iowa,Adair
07/04/2022,9959,Kansas,Allen
07/04/2022,4417,Kentucky,Adair
07/04/2022,8831,Louisiana,Acadia
07/04/2022,5734,Maine,Androscoggin
07/04/2022,1650,Maryland,Allegany
07/04/2022,8753,Massachusetts,Barnstable
07/04/2022,5813,Michigan,Alcona
07/04/2022,5116,Minnesota,Aitkin
07/04/2022,6593,Mississippi,Adams
07/04/2022,7875,Missouri,Adair
07/04/2022,5557,Montana,Beaverhead
07/04/2022,6810,Nebraska,Adams
07/04/2022,5497,Nevada,Churchill
07/04/2022,5046,New Hampshire,Belknap
07/04/2022,8799,New Jersey,Atlantic
07/04/2022,7881,New Mexico,Bernalillo
07/04/2022,7766,New York,Albany
07/04/2022,1509,North Carolina,Alamance
07/04/2022,5605,North Dakota,Adams
07/04/2022,5116,Ohio,Adams
07/04/2022,7489,Oklahoma,Adair
07/04/2022,1456,Oregon,Baker
07/04/2022,3765,Pennsylvania,Adams
07/04/2022,8075,Rhode Island,Bristol
07/04/2022,8065,South Carolina,Barnwell
07/04/2022,6697,Tennessee,Campbell
07/04/2022,6905,Texas,Atascosa
07/04/2022,8658,Utah,Duchesne
07/04/2022,6680,Vermont,Grand Isle
07/04/2022,9715,Virginia,Arlington
07/04/2022,8353,Washington,Columbia
07/04/2022,6968,West Virginia,Calhoun
07/04/2022,5386,Wisconsin,Burnett
07/04/2022,1085,Wyoming,Fremont
13/04/2022,5075,Alabama,Calhoun
13/04/2022,7953,Alaska,Fairbanks North Star
13/04/2022,9873,Arizona,Maricopa
13/04/2022,6405,Arkansas,Carroll
13/04/2022,3585,California,Del Norte
13/04/2022,9987,Colorado,Broomfield
13/04/2022,6144,Connecticut,Hartford
13/04/2022,6759,Delaware,Sussex
13/04/2022,4616,Florida,Calhoun
13/04/2022,9444,Georgia,Barrow
13/04/2022,5058,Idaho,Adams
13/04/2022,1398,Illinois,Alexander
13/04/2022,9956,Indiana,Allen
13/04/2022,3794,Iowa,Adams
13/04/2022,7735,Kansas,Anderson
13/04/2022,3335,Kentucky,Allen
13/04/2022,7949,Louisiana,Allen
13/04/2022,6568,Maine,Aroostook
13/04/2022,7787,Maryland,Anne Arundel
13/04/2022,1403,Massachusetts,Berkshire
13/04/2022,5053,Michigan,Alger
13/04/2022,4486,Minnesota,Anoka
13/04/2022,5736,Mississippi,Alcorn
